 culture, sex, age, date_of_birth, title, given_name, surname, state, suburb, postcode, street_number, address_1, address_2, phone_number, soc_sec_id, blocking_number
,,,,,,,,,,,,,,,
 eng, f, ,19890721, , jake, hogarth, vic, blowhard,2570,69, walsh place, locn 2830, 08 56628170,8530970,2
,,,,,,,,,,,,,,,
 usa, f, , , , matisse, lawrence, nsw, markwell,6061,7, makgregor street, , 612 21268607,1674604,7
,,,,,,,,,,,,,,,
   chi, m,28,19880119, , ashley, jang, qld, pinnacle,2518,9, osburn drive, rajamare, 3 89086133,3855019,5
,,,,,,,,,,,,,,,
 ger, f, ,19401211, hon, carmen, krahmer, vic, wesdmeadows,4220,58, levien street, , 08 92638700,2996132,9
,,,,,,,,,,,,,,,
   chi, f,22,19940312, , caitlin, dung, qld, redbank creek,5022,12, lyster place, , 03 73313845,1270026,6
,,,,,,,,,,,,,,,
   ger, ,24,19921015, , alexander, angerhausen, qld, didcot,3352,40, marconi crescent, , 3 32247335,5153591,1
,,,,,,,,,,,,,,,
   ser, f,21,19950215, , kate, majic, vic, flemington,4061,229, kingsmill street, , 8 46425014,1213062,9
,,,,,,,,,,,,,,,
   unk, f,28,19881004, , samuel, abbitt, wa, benjaberring,4069,29, dryandra street, , 8 01683932,5120859,2
,,,,,,,,,,,,,,,
 eng, m,31,19850407, ms, riley, savege, , downer,3134,36, nullagine street, church house, 02 03442167,9868660,0
,,,,,,,,,,,,,,,
   usa, f, ,19800809, mr, teegan, bauer, vic, coober pedy,2580,13, sandover circuit, , 08 17554432,7048962,7
,,,,,,,,,,,,,,,
 rom, f,29,19871231, mr, zac, baia, , maryborough,4350,36, humble court, mundine 30 km, 02 68815860,9355881,9
,,,,,,,,,,,,,,,
 nor, f,29,19870320, , alyssa, naerheim, vic, royal melbourne hospital,2032,6, beltana road, cherrynount, 618 37656127,8974795,4
,,,,,,,,,,,,,,,
 chi, , ,19031011, , bailey, chui, vic, ormon ,2126,70, mcnicoll street, , 618 54952223,6850952,3
,,,,,,,,,,,,,,,
 afg, ,34,19820303, , olivia, dalazak, qld, rowes bay,5162,50, rumbe|ow court, , 613 79301882,1796798,5
,,,,,,,,,,,,,,,
   ita, f, , , , jayme, cajani, qld, rubyanna,5045,92, port arthur street, , 03 65906804,3906548,5
,,,,,,,,,,,,,,,
 ina, ,31,19851209, ms, emiil , pudjijono, qld, raglan,2148,38, scotney place, donna valley, 613 50156999,2886917,9
,,,,,,,,,,,,,,,
   nor, f, ,19650704, ms, layla, bernardsen, wa, lowden,5037,102, mainwaring rich circuit, riverglen marina, 618 10773311,2560972,0
,,,,,,,,,,,,,,,
   eng, f,26,19900416, ms, millane, prescott, vic, fawkner,3720,27, leita court, , 08 18536954,5826463,0
,,,,,,,,,,,,,,,
   dut, f,27,19891110, , kyle, vedeker, , kingston,4221,14, boldrewood street, eureka, 04 54055207,5229547,5
,,,,,,,,,,,,,,,
   usa, f, ,19581126, , deakin, nolan, nsw, north albury,3319,25, goyder street, palerang, 612 36560939,1784200,1
,,,,,,,,,,,,,,,
 usa, f,27,19890903, ms, jairus, sullivan, vic, hidden valley,4870,7, florentin e circuit, , 618 98169319,4136686,0
,,,,,,,,,,,,,,,
 eng, f,27,19890126, , sophie, hoocker, nsw, millfield,6063,30, preiss place, , 2 84200152,9784204,1
,,,,,,,,,,,,,,,
 unk, f,23,19931103, , james, stratou, vic, korong vale,5600,141, abercorn crescent, professional centre, 8 8822 979,4731953,1
,,,,,,,,,,,,,,,
 ara, f,24,19920805, mr, emiily, swiyyah, nsw, moi a,4552,3, sheehy street, , 04 10442721,7547623,3
,,,,,,,,,,,,,,,
 usa, f,26,19900601, , jamie, navarro, tas, little swanport,3188,142, hodgson crescent, cooroo a, 07 47325902,2538149,4
,,,,,,,,,,,,,,,
   unk, f,29,19870312, , tommi-lee, scinto, sa, port adelaide,2795,40, crick place, mayfair, 7 41267844,2530001,6
,,,,,,,,,,,,,,,
 wel, m,10,20060629, , thomss, saise, nsw, sussex inlet,2029,34, cromwell circuit, , 2 76481001,8064664,4
,,,,,,,,,,,,,,,
   unk, , ,19610228, , kirra, abbondandola, nsw, weetaliba,3224,7, mount stromlo road, , 612 58293859,7723728,4
,,,,,,,,,,,,,,,
 usa, m,33,19830413, , jacob, sanford, qld, wycarbah,3155,108, macquarie street, giniderra, 3 69966895,7222366,9
,,,,,,,,,,,,,,,
   chi, m,39,19771110, , daniel, kam, wa, cape le grand,6056,99, lofty close, , 8 86401352,7503251,8
,,,,,,,,,,,,,,,
 usa, v,36,19801120, , dylan, everett, nsw, banksia,3214,11, , willowcrest, 612 24340732,8341213,9
,,,,,,,,,,,,,,,
   tur, ,27,19890912, , liam, saglam, , waverley,3458,75, glossop crescent, brentwood vlge, 08 53362642,6367060,4
,,,,,,,,,,,,,,,
   vie, f,25,19910307, mr, neneh, cao, vic, sanctuary point,2756, , kellick place, johamenline, 08 19873688,2435127,7
,,,,,,,,,,,,,,,
   unk, ,31,19850922, dr, bethany, aaron, nsw, tumbi umbi,3939,33, condamine street, , 612 74216147,5313499,9
,,,,,,,,,,,,,,,
 usa, f,30, , ms, breoni, barrera, vic, somers,3015,1, solomon crescent, , 8 08274082,6076739,6
,,,,,,,,,,,,,,,
 unk, f,31,19850816, , maya, abbetmeyer, vic, tongala,4215,19, culgoa circuit, , 8 10915987,8320274,3
,,,,,,,,,,,,,,,
   usa, m,29,19870322, , yasmin, eaton, sa, coromandel valley,2750,9, sturt avenue, craigow, 07 56264123,7370749,3
,,,,,,,,,,,,,,,
 chi, f, 3 5,19810520, , harrison, cheung, vic, cudgee,2222, , darwinia terrace, casuarina shoppingsqre, 8 62840471,7590139,3
,,,,,,,,,,,,,,,
   eng, f,23,19930806, , alice, proudfoot, vic, clifton hill,2250,9, newman morris circuit, villa 193 henry kendall bayside, 618 56039649,6670469,3
,,,,,,,,,,,,,,,
   eng, f,31,19850516, ms, hattie, hightower, wa, cadoux,2286,47, simon place, , 8 54785963,9694483,1
,,,,,,,,,,,,,,,
   eng, f,27,19890401, mr, tyron, taggart, vic, manangatang,3095,15, kinsella street, , 8 74593881,6894122,7
,,,,,,,,,,,,,,,
   chi, ,30,19860706, ms, caleb, guo, , sandgate,2120,5, plante place, , 07 19905833,8591808,4
,,,,,,,,,,,,,,,
   unk, m,25, , , peter, aarcy, nsw, running stream,3960,15, orion place, , 04 25231046,3314636,9
,,,,,,,,,,,,,,,
 fin, f,11,20050627, , adam, paatelainen, vic, westmere,3138,7129, dennis street, locn 1901, 08 84713552,4835676,0
,,,,,,,,,,,,,,,
   usa, f,31,19850523, , sebastian, frost, , bayswater,3312,10, barada crescent, wide bay capricorn house, ,7842126,3
,,,,,,,,,,,,,,,
   unk, f,29,19870511, , shannon, aarts, nsw, young,3222,20, devonport street, rowethorpe, 02 08776375,6960123,1
,,,,,,,,,,,,,,,
   unk, f,29,19871203, , , scinto, qld, ,3127,13, longmore crescent, , 3 81498905,2550230,9
,,,,,,,,,,,,,,,
   ind, ,32,19840324, , tia, jotsinghani, qld, bedourie,2380,43, benstead place, , 3 39961748,4504055,7
,,,,,,,,,,,,,,,
   usa, , ,19340829, ms, alessandra, thornton, nsw, kundabung,3175,67, scrivener street, , 2 65639023,9031949,7
,,,,,,,,,,,,,,,
 nor, m, ,19950626, pfc, dylan, eftevang, qld, lundavra,2114,51, sowten street, rmbh 884, 03 54509076,2086426,2
,,,,,,,,,,,,,,,
   eng, f,36,19800930, , nicholas, thacker, nsw, hobbys yards,2299,38, ainsworth street, , 02 51527546,8712208,1
,,,,,,,,,,,,,,,
 unk, f,30,19860223, , annagel, abbatista, sa, cheltenham,5041,180, corringle close, , 617 81759536,9591271,4
,,,,,,,,,,,,,,,
 eng, f, ,19131013, , monique, hendry, wa, meelon,2163,38, mcdowallplace, bowillia court, 618 24976032,4058371,1
,,,,,,,,,,,,,,,
   tha, f,39,19771227, mr, bethany, wanglee, , wanniassa,2031,194, wells road, , 08 58603266,9905073,1
,,,,,,,,,,,,,,,
 usa, f,30,19860418, ms, aidan, patrikk, sa, wolseley,2106,33, owen dixon drive, flemington markets, 04 27859563,5745700,5
,,,,,,,,,,,,,,,
 eng, ,33, , , zayden, sudworth, wa, gnangara,2165,4, kerkeri close, , 08 85284741,4062962,2
,,,,,,,,,,,,,,,
   gre, ,22,19941112, , marianne, moschos, qld, witheren,4032,14, lawrence wackett crescent, , 3 80140512,2618444,3
,,,,,,,,,,,,,,,
   chi, f,11,20050730, , connor, kin, qld, bauple forest,2048,43, brigalow street, villa 2, 03 07111735,6032418,8
,,,,,,,,,,,,,,,
   eng, f,29,19870716, , timara, neville, , camden,3162,186, ebden street, laurieton hvn ret, 03 81496670,3767807,2
,,,,,,,,,,,,,,,
 , m,25,19910723, , danika, riding, nsw, emmavi le,2018,1, springvale drive, thistledoo, 02 46285396,6052380,4
,,,,,,,,,,,,,,,
 eng, ,28, , , zachary, traves, nsw, corindi beac,3044,208, , , 02 19172378,2770846,0
,,,,,,,,,,,,,,,
   eng, f,35, , ms, jassim, victors, vic, brigadoon,4818,24, berne crescent, carinya vlge, 618 92979540,2755823,9
,,,,,,,,,,,,,,,
 unk, f,3,19780924, , lachlan, schwanke, , fadden,3139,31, blamey crescent, , 03 88305496,6313784,8
,,,,,,,,,,,,,,,
   chi, m,32, , sgt, chelsea, hsiung, nsw, eagleton,2580,3, chermside street, , 02 74307208,7386272,0
,,,,,,,,,,,,,,,
 usa, f, ,19780610, , jamie, henslei, qld, kaleen,3150,7, ayers street, , 3 19725024,9560008,0
,,,,,,,,,,,,,,,
 ger, f, ,19731017, mr, annah, otto, nsw, kew,2604,33, bell street, , 612 59578152,3145295,4
,,,,,,,,,,,,,,,
 pak, f, ,19251124, hon, ciaran, aagari, sa, lonsdale,3823,4, blamey c rescent, , 617 71516590,6359591,0
,,,,,,,,,,,,,,,
 unk, ,4,19760620, , , streich, nsw, edmondson park,4870,50, timboram street, , 612 32588206,5669585,3
,,,,,,,,,,,,,,,
 eng, f, ,19151013, , ajay, hardie, ns , dark corner,2606,24, riley close, walyaming farms, 08 82393768,9518675,9
,,,,,,,,,,,,,,,
   usa, f,30, , ms, breony, barrera, vic, somers,3015,1, solomon crescent, , 8 08274082,6076739,6
,,,,,,,,,,,,,,,
 vie, f,25,19910307, mr, neneh, cao, vic, sanctuary point,2756, , kellick place, johamenline, 08 19837688,2435127,7
,,,,,,,,,,,,,,,
 eng, v,23, , , alisha, bernardson, sa, st kilda,2533,31, blake place, , 7 42918135,5677883,9
,,,,,,,,,,,,,,,
 eng, f, ,19091109, , micelle, badcoke, nsw, grahamstown,3018,56, le hunte street, aldinga beach court, 2 61069980,9510462,2
,,,,,,,,,,,,,,,
   rom, f,25,19910229, mr, alisa, dobra, nsw, farnham,2750,23, ragless circuit, lazy acres, 612 25898826,9865301,8
,,,,,,,,,,,,,,,
   eng, ,27,19890509, , emiily, spearing, vic, california gully,4812,26, golden grove, jarrah, 618 20466303,3196802,7
,,,,,,,,,,,,,,,
   chi, f,35,19810124, hon, ethan, moy, , newmarket,2443,25, gleadow street, south gwandalan, 03 10882132,7875019,4
,,,,,,,,,,,,,,,
   ina, m, ,19910308, , liam, wibowo, vic, springvale south,2441,47, , , ,4050220,8
,,,,,,,,,,,,,,,
   usa, m,10,20061224, , , paul, qld, yelarbon,4163,20, temperley street, , 3 41239029,6594866,1
,,,,,,,,,,,,,,,
   fin, f,27,19890412, ms, caitlin, autio, qld, farleigh,2040,2, waite street, eden park, 03 74213927,7909387,8
,,,,,,,,,,,,,,,
 chi, ,30,19860115, , koben, lok, , joondalup,3073,6, bellingericircuit, winchester, 02 09238230,9760689,7
,,,,,,,,,,,,,,,
   eng, m,30,19860518, , taylah, brasher, nsw, port macdonnell,2455,20, majura avenue, , 2 10084203,3979402,1
,,,,,,,,,,,,,,,
 jap, m,13,20030814, , ka, muruyama, vic, pheasant creek,4101,269, captain cook crescent, , 618 68034560,9742509,2
,,,,,,,,,,,,,,,
 eng, m,26,19900709, , brianna, wakefi ld, nsw, kirribilli,4152,47, jamieson crescent, , ,1313501,1
,,,,,,,,,,,,,,,
   chi, ,28,19880415, ms, , pun, vic, melton,5277,3, dalley crescent, , 618 85934934,2618780,3
,,,,,,,,,,,,,,,
 ira, f,33,19830507, ms, keira, hatami, nsw, yasw,6019,22, dryandra street, , 2 88743135,7726959,6
,,,,,,,,,,,,,,,
 eng, f,23,19930315, , nathan, josephs, vic, templestowe lower,3214,14, hamersley place, , 08 15515601,8628053,0
,,,,,,,,,,,,,,,
 fin, ,38,19781103, , lyam, ankelo, qld, banks pocket,3071,23, gelane street, , 613 72282492,4825352,9
,,,,,,,,,,,,,,,
   ind, f,26,19900203, , shantal, ailani, vic, robinson,5068,30, ligertwood street, , 8 40105078,8386627,1
,,,,,,,,,,,,,,,
   chi, ,33,19831113, ms, william, shen, nsw, diamond beach,7030,53, murdoch street, alnwick, 02 52767281,1834071,5
,,,,,,,,,,,,,,,
   usa, f,27,19890623, , oliver, torres, sa, taperoo,4121,31, meagher place, arnwood, 617 97475501,1665519,7
,,,,,,,,,,,,,,,
   afr, m,26,19900310, , joshua, tessema, qld, ingoldsby,4109, , krichauff street, , 03 51085235,2287582,1
,,,,,,,,,,,,,,,
 usa, f, ,19890720, , nicholas, puckett, , old bar,2285,405, fimister circuit, caringal,341871244,8236702,0
,,,,,,,,,,,,,,,
   chi, ,35,19811019, , emiily, lu, nsw, mourquong,6009,3, bambridge street, , 2 91667274,3821201,2
,,,,,,,,,,,,,,,
 unk, f,34, , , lucke, sckel, , st ives,6100,62, karuah street, , 08 16586483,4656737,2
,,,,,,,,,,,,,,,
 iri, f,39,19770414, ms, jessica, quirk, nsw, blackwall,2170,363, spaldi ng street, glenview, 612 96527764,3172400,4
,,,,,,,,,,,,,,,
 swe, f, ,19691122, , joshua, samuetsson, qld, mount mee,4178,4, grainger circuit, karoo, 613 55402470,5502092,0
,,,,,,,,,,,,,,,
 usa, ,38,19780107, pfc, callum, contreras, nsw, byabarra,3669,50, dettmann close, rockview, ,8849171,3
,,,,,,,,,,,,,,,
 afr, f, , , , makayal, gebre, wa, warradarge,3094,66, bizant street, , 08 87309955,2372721,3
,,,,,,,,,,,,,,,
 swe, m,36,19800517, , sophie, zahrisson, vic, lake wendouree,4125,10, badcoe  treet, , ,6512988,7
,,,,,,,,,,,,,,,
   eng, m, ,19450108, mr, bethany, akers, vic, maribyrnong,5422,10, burn street, , ,9733167,0
,,,,,,,,,,,,,,,
   eng, f,23,19930317, , sophie, matthewson, qld, frenchville,5045,220, currie crescent, , 3 24950915,8317716,2
,,,,,,,,,,,,,,,
   unk, ,21,19950824, ms, zac, sclater, tas, frankford,2576,15, oxley street, , 617 18646677,8799485,9
,,,,,,,,,,,,,,,
   ind, f,39,19770215, pfc, ayla, vasi, nsw, erskineville,3227,22, clive steele avenue, , 612 71765937,1995008,5
,,,,,,,,,,,,,,,
 usa, f, ,19980730, , nathan, short, nsw, wahroonga,2071,10, fitchett street, environganic farm, 02 65629646,9346064,7
,,,,,,,,,,,,,,,
 nor, f, ,19650704, ms, layla, bernardsen, wa, lowden,5037,102, mainwaring rix circuit, riverglen marina, 618 10773311,2560972,0
,,,,,,,,,,,,,,,
   usa, ,34,19821105, , michael, ayers, qld, mount delaney,6315,14, oliver street, poppa downs, 613 52345662,1661144,2
,,,,,,,,,,,,,,,
   ind, f,34,19820503, , matilda, shail, qld, moresby,6450,2, brewster place, , 3 31107874,8842096,7
,,,,,,,,,,,,,,,
 tur, ,27,19890823, , kane, basgil, nsw, university of new england,2026,102, mount vernon drive, , 03 38388749,7794669,9
,,,,,,,,,,,,,,,
   unk, f,38,19780924, , lachlan, schwanke, , fadden,3139,31, blamey crescent, , 03 88305496,6313784,8
,,,,,,,,,,,,,,,
   usa, f, ,19970316, ms, kayla, haynes, qld, yarwun,3197,25, stumm place, , 3 18513053,7655944,4
,,,,,,,,,,,,,,,
 ser, f, ,19091208, , melida, dziewulski, nsw, blackett,2260,20, crofts crescent, , 612 16459203,4050509,9
,,,,,,,,,,,,,,,
   tha, f, ,19490418, , kylee, phatipatanawong, nsw, mabins well,2850,26, castieau street, , 2 18060729,9488527,3
,,,,,,,,,,,,,,,
 usa, f,21,19950612, ms, olivia, vance, nsw, campbelltown,2535,2, stobie place, , 2 80287504,4073954,1
,,,,,,,,,,,,,,,
   usa, f,33,19830107, sgt, taylah, mcfadden, vic, mount helen,4650,19, cardew crescent, , 08 76924488,1253410,2
,,,,,,,,,,,,,,,
   jap, f, ,19300803, ms, dillon, ueda, vic, prentice north,4820,164, amagula avenue, , 8 84308637,1373050,4
,,,,,,,,,,,,,,,
   ser, f, ,19091208, , melinda, dziewulski, nsw, blackett,2260,20, crofts crescent, , 612 16459203,4050509,9
,,,,,,,,,,,,,,,
   ara, , ,19780826, , daniel, rahman, sa, woodcroft,3021,6, novar street, , 7 41630441,6032792,5
,,,,,,,,,,,,,,,
   unk, m,24,19920109, ms, prudence, scopel, qld, mount garnet,5211,7, mount vernon drive, , 613 14687055,9345205,5
,,,,,,,,,,,,,,,
 chi, f,35,19810910, , lucas, nung, sa, bucasia,4744,5, were street, , 617 22008065,9184355,3
,,,,,,,,,,,,,,,
   usa, f,30,19860104, mr, alana, weiss, nsw, duri,3083, , gregory street, , 612 43392103,5675727,0
,,,,,,,,,,,,,,,
 rom, f, , , , oliver, stanciu, sa, dernancourt,2478,32, clifford crescent, , 07 01313428,3317781,0
,,,,,,,,,,,,,,,
 usa, f, ,19490411, ms, lachlan, richard,  a, maylands,3515,2, cockburn street, new lyn farm, 07 63749946,8537663,7
,,,,,,,,,,,,,,,
   usa, ,26,19900703, , lucy, pace, nsw, bohnock,5044,9, o'sullivan street, , 02 90289115,7702334,5
,,,,,,,,,,,,,,,
 ind, ,32,19840511, dr, holly, radhev, sa, port pirie,5072,7, lachlan street, , 617 79093692,9765756,5
,,,,,,,,,,,,,,,
   unk, m,24,19920130, , brandon, stranger, sa, gol gol,4114,158, morrow street, quarter deck, 7 03397153,3513712,2
,,,,,,,,,,,,,,,
 ira, f, ,19909621, ms, sophie, sadeghian, vic, oakleigh,6532,9, bennett street, , 8 44247925,6995723,7
,,,,,,,,,,,,,,,
 unk, f, , , , tara, scorsone, nsw, berala,3168,12, dalman cre scent, bonniview, 612 79518446,2492315,5
,,,,,,,,,,,,,,,
 iri, f, ,19620322, , sana, berne, , coolbellup,4814,7, kissane crescent, , 02 53287617,7151490,6
,,,,,,,,,,,,,,,
 usa, f,32,19841114, ms, joshua, russell, nsw, ashpool,4502,9, boddington crescent, buddah station, 612 93288940,1238344,2
,,,,,,,,,,,,,,,
   jap, f,25,19910826, dr, lewis, ashikaga, nsw, port macquarie,2233,161, boulton close, , 02 13317613,7105842,1
,,,,,,,,,,,,,,,
   swe, f,10,20060719, pfc, tanyshah, forsberg, nsw, tweed heads south,4012,8, emu bank street, , 612 03238871,1479644,9
,,,,,,,,,,,,,,,
   , ,33,19830407, mr, jake, lowe, nsw, camden,4006,72, , , 02 86484592,2859332,2
,,,,,,,,,,,,,,,
 eng, f,29,19891001, , tarshya, leonardson, qld, pine hills,4115,16, burnside street, , 03 32328061,2492988,0
,,,,,,,,,,,,,,,
   , ,29,19870313, , ryan, finlay, act, kippax,4573,97, house circuit, , 612 07394324,2489166,5
,,,,,,,,,,,,,,,
 ind, ,25, 1991091 4, , georgia, sanyukta, nsw, spring hill,3285,17, solomon crescent, , 2 67262573,5383698,7
,,,,,,,,,,,,,,,
 unk, f,30, 19&60309, mr, zachary, strazzari, , cronulla,2022,344, elsey street, , 04 42398040,2594822,7
,,,,,,,,,,,,,,,
 ger, m,25,19910424, , harriet, rundstedt, qld, koombooloomba,4472,19, parker street, , 03 03062665,5422745,6
,,,,,,,,,,,,,,,
 usa, , ,19940515, mr, annabel, manning, nsw, newport beach,3995,1300, jaeger circuit, , 07 10443429, 1591 624,6
,,,,,,,,,,,,,,,
 eng, ,27,19890509, , emiily, spearing, vic, california gully,4812,26, golden grove, jarrah,61820466303,3196802,7
,,,,,,,,,,,,,,,
   tha, f,28,19881121, pfc, seth, phornprapha, nsw, junee,2090,52, scottsdale street, erina gardns, 02 38527774,2279991,5
,,,,,,,,,,,,,,,
 unk, f,24,19921106, , chloe, scsum, nsw, university of new england,4120,29, , , 2 95737683,6322703,3
,,,,,,,,,,,,,,,
 eng, f,26,19901121, pfc, oliver, appleton, , leichhsrdt,2745,6, clemenger street, , ,2530048,2
,,,,,,,,,,,,,,,
   usa, ,9,20070420, , laklynn, long, vic, gowanbrae,4064,38, cantor crescent, , 08 32927241,4302147,7
,,,,,,,,,,,,,,,
 usa, m,38,19780917, , ellie, larson, qld, bilgola plateau,6532,28, kingham place, , 03 72841773,1086987,8
,,,,,,,,,,,,,,,
   ind, f,30,19861125, dr, , gurinder, vic, burleigh heads,2104,18, hoadley street, , 08 43366066,3980823,9
,,,,,,,,,,,,,,,
 unk, f, ,19490403, , aliza, aakre, vic, myrniong,6061,139, cowper street, , 08 63749520,8998804,6
,,,,,,,,,,,,,,,
 unk, f,29,19870511, , shannon, aarhts, nsw, young,3222,20, devonport street, rowethorpe, 02 08776375,6960123,1
,,,,,,,,,,,,,,,
 usa, f,20,19961104, ms, robert, white, nsw, palinyewah,3976, 35 9, staaten crescent, , 02 94526020,3628636,9
,,,,,,,,,,,,,,,
 eng, v, ,19831123, , , gabrielson, tas, howden,4720,8, schlich street, , 617 37691018,9434419,4
,,,,,,,,,,,,,,,
 dan, f,34,19820219, ms, talissa, mandelbrot, vic, gerang gerung,2575,10, popplewell place, isabella est, 618 67957505,3173774,2
,,,,,,,,,,,,,,,
   usa, ,32,19840125, , natalia, gallagher, qld, finch hatton,3029,25, goldstein crescent, retirement village, 3 87006276,7381657,8
,,,,,,,,,,,,,,,
   chi, f,25,19910303, , brianna, dzeng, vic, lake bolac,4680,67, duigan street, , 04 27926784,1645654,0
,,,,,,,,,,,,,,,
 eng, m,25,19910429, ms, , cristians, qld, virginia,5159,39, homburgstreet, , 3 92103421,7138722,0
,,,,,,,,,,,,,,,
 chi, f,36,19800729, , jordan, cheank, vic, werneth,5024, , calvert street, , 8 29590413,4393946,6
,,,,,,,,,,,,,,,
   usa, f,23,19930613, , jack, harper, nsw, longueville,3013,141, baracchi crescent, , 2 45705151,9698804,8
,,,,,,,,,,,,,,,
   unk, ,30,19860506, mr, adam, strawbridge, nsw, mount eliza,3032,26, gouger street, , 612 80983179,5868221,5
,,,,,,,,,,,,,,,
   ind, m,26,19900508, , jessica, , nsw, bow bowing,4807,5, axon street, essex stud, 612 06194441,9845457,7
,,,,,,,,,,,,,,,
   tur, m,33,19830525, mr, georgia, , qld, alawa,2576,5, gellatly place, , 03 94577291,4981634,0
,,,,,,,,,,,,,,,
   chi, ,31, , sgt, joshua, mi, vic, heywood,4017,164, ross smith crescent, abbatoir cottage, 02 36801368,8124440,3
,,,,,,,,,,,,,,,
   ger, f, ,19380106, , chelsea, schuld, , kiara,3048,1179, barlee place, , 07 58133335,1830558,9
,,,,,,,,,,,,,,,
 chi, ,7, , , hayley, ma, , kelmscott,5290,20, mirrool  treet, arabian stud kelkette park, 04 02607909,8256330,8
,,,,,,,,,,,,,,,
   chi, , ,19461004, ms, , pui, vic, vermont,5084,20, ainslie avenue, village walk (cnr high s street, 618 93320517,3876123,9
,,,,,,,,,,,,,,,
   eng, f,33,19830804, mr, ella, , tas, st marys,3165,3, dempsey place, , 7 18076404,5566767,3
,,,,,,,,,,,,,,,
 nor, f,21, , , olivia, buraas, qld, roccky creek,2031,30, monkman street, , 3 19681533,8553624,1
,,,,,,,,,,,,,,,
   usa, f, ,19470102, dr, lushia, kirkland, , cape paterson,6061,3, marrakai street, trail view, 04 95007608,6968927,0
,,,,,,,,,,,,,,,
 eng, f, ,19310510, , giacomo, martinson, , atherton,6163,15, ulm street, , 03 18582812,3749663,9
,,,,,,,,,,,,,,,
 eng, f,28,19880928, dr, daniel, shelby, nsw, moe,2527,49, sturt avenue, , ,4594981,5
,,,,,,,,,,,,,,,
   chi, m,28,19880602, , luke, goh, nsw, deua river valley, ,16, shackleton circuit, medical centre, 02 58826743,7324929,8
,,,,,,,,,,,,,,,
 afr, f,31,19851222, ms, j mes, smit, qld, green island,2170,36, mcinnes street, , 03 26159852,7415047,8
,,,,,,,,,,,,,,,
 eng, ,34,19820428, ms, aiden, hmeldon, vic, ashgrove,2065,71, maclachlan street, , 08 09813651,9995090,5
,,,,,,,,,,,,,,,
 usa, f, ,19800809, mr, teegan, bauer, vic, coober pedy,2580,13, sandover circuit, , 08 17554432,2197778,7
,,,,,,,,,,,,,,,
 ind, f,8,19871022, mr, harrison, garcha, nsw, bolong,6149,19, marcus clarke street, glenview homes, 2 31129211,4321200,2
,,,,,,,,,,,,,,,
 ind, ,30, 198604 16, , liam, saswata, nsw, tolga,3799,35, dandenong court, vlla 18 pacific bay resort, 2 04354520,9711192,1
,,,,,,,,,,,,,,,
   eng, m,28,19880607, , daniel, bristow, , lindfield,4179, , nugal place, , 08 84518382,4817521,1
,,,,,,,,,,,,,,,
 dut, f,27,19891110, , kyle, vedecker, , kingston,4221,14, boldrewood street, eureka, 04 54055207,5229547,5
,,,,,,,,,,,,,,,
   unk, f, ,19811012, ms, noah, scoby, vic, broadmeadows,3160,6, lawley street, sherwood, 8 72828032,5105142,9
,,,,,,,,,,,,,,,
   usa, f,33,19831027, , jairus, ratliff, nsw, collarenebri,2482,2, boolimba crescent, , 02 80771152,5620630,8
,,,,,,,,,,,,,,,
   jap, m,22,19941102, ms, rupert, hyobanshi, qld, nangwee,4034,177, chauvel street, keysborough, 02 81413708,8925854,6
,,,,,,,,,,,,,,,
 jew, f,23, , , georjia, ginsberg, wa, nowendoc,3150,25, dallas place, , 08 20774479,7292354,8
,,,,,,,,,,,,,,,
 rom, m,33,19831124, mr, damien, parasca, vic, donvale,4871,40, solly place, , 618 30913577, 161550 5,4
,,,,,,,,,,,,,,,
 chi, f,6,20100530, , katherine, mung, nsw, bowna,3192,35, hurtlr avenue, , 2 41228072,2682567,1
,,,,,,,,,,,,,,,
 usa, f,2,19900821, ms, olivia, craig, vic, eltham north,2073,1, nott street, , 8 51410284,6842950,0
,,,,,,,,,,,,,,,
   eng, f,25,19910217, , eboni, akers, nsw, exeter,2030,500, leeper place, the willows, ,9727865,6
,,,,,,,,,,,,,,,
 ind, f,35,19811224, , kiara, sangeeta, nsw, austinmeah,2118,11, pohlman street, calandra, 612 98492288,5373008,7
,,,,,,,,,,,,,,,
 eng, f,31,19851224, ms, crysbal, michaels, , merricks north,4703,1, chandler street, strathalan homes, 02 93718923,2298305,0
,,,,,,,,,,,,,,,
   eng, f, ,19510702, , daniel, quincey, vic, everton,5353,52, tarra place, , 08 20166136,7167338,8
,,,,,,,,,,,,,,,
 eng, m,26,19900424, , jasper, kitchen, nsw, currowan,3132,11, bendora crescent, kordella park, 2 14542205,6825458,4
,,,,,,,,,,,,,,,
 eng, f,34,19820801, , daniel, acker, wa, serpengine,2729,14, nymagee place, wrara, 8 96073166,1193376,6
,,,,,,,,,,,,,,,
   ind, f,29,19871022, mr, harrison, garcha, nsw, bolong,6149,19, marcus clarke street, glenview homes, 2 31129211,4321200,2
,,,,,,,,,,,,,,,
   afg, , ,19170626, , lauren, ghilzai, , cairns,2505,19, chipperfield circuit, dutch care hostel, 02 38518110,1666269,4
,,,,,,,,,,,,,,,
   eng, ,32,19840915, , matthew, hollands, tas, wattle park,6112,88, renwick street, , 7 96910932,4937893,5
,,,,,,,,,,,,,,,
 dan, f, ,19310813, mr, amy, kjÖlbye, qld, pink lily,4312,10, ingamellz street, , 03 96040976,6585541,3
,,,,,,,,,,,,,,,
