 culture, sex, age, date_of_birth, title, given_name, surname, state, suburb, postcode, street_number, address_1, address_2, phone_number, soc_sec_id
,,,,,,,,,,,,,,
   usa, f,25, , dr, mikayla, schultz, wa, centennial park,5033,10, docker place, cooranga, 08 38908705,7630710
,,,,,,,,,,,,,,
   rus, f,10,20060427, , andie, oleksandr, , moorooka,3076,10, cantor crescent, kyeema, 03 34479662,4075410
,,,,,,,,,,,,,,
   eng, ,37,19790627, , lee, samuelson, nt, larrimah,5110,7, morduant place, , 613 13565236,5990887
,,,,,,,,,,,,,,
   unk, f,32,19841026, , taliah, sciacca, wa, acton park,2140,22, fawkner street, , ,1034278
,,,,,,,,,,,,,,
   sri, f,24,19921023, , daniel, jayaratne, , ourimbah,4030,164, kingston street, , 04 09069104,3853487
,,,,,,,,,,,,,,
   unk, m,37,19790825, , jai, scoby, nsw, moree,3163,16, maygar street, , 02 63641310,3711430
,,,,,,,,,,,,,,
   unk, f, ,19330921, , anton, scopel, qld, horse creek,4214, , jim pike avenue, glenlofty, 03 20769372,2268925
,,,,,,,,,,,,,,
   eng, f,42,19740819, ms, blake, , vic, east geelong,4745,47, harry hopman circuit, cottonwood, 08 89346084,5450549
,,,,,,,,,,,,,,
   unk, f,31,19850319, ms, larissa, abadi, qld, the range,4670, , daley crescent, killarney, 613 83249959,3098405
,,,,,,,,,,,,,,
   usa, f, ,19060108, , christian, bolton, nsw, woronora,3630,4, blackburn street, , 2 27065850,9563357
,,,,,,,,,,,,,,
   wel, ,27,19890319, , alexandra, annoil, qld, caloundra,4179,5, caley crescent, , 03 10567549,4142782
,,,,,,,,,,,,,,
   unk, ,40,19760708, , alana, strangway, vic, kerang,2170,23, wade street, , 618 87239982,1177006
,,,,,,,,,,,,,,
   eng, f,34,19820629, ms, william, sands, , torquay,4010,13, heidelberg street, , 08 40728999,3365414
,,,,,,,,,,,,,,
   usa, f,26,19900303, , bailey, green, sa, moorabbin,2720,2, morphett street, brentwood vlge, ,2226543
,,,,,,,,,,,,,,
   ger, , ,19270829, hon, bailey, probst, nsw, lake cargelligo,3418,14, medley street, apt 116, 612 46788005,6193006
,,,,,,,,,,,,,,
   unk, f,32,19840724, , dylan, straw, vic, law courts,3052,115, ringrose crescent, , 08 40363322,8330487
,,,,,,,,,,,,,,
   eng, f,35,19811205, mr, mya, hope, vic, chatsworth,5540,102, pomeroy street, longstay park, 08 41081762,3205520
,,,,,,,,,,,,,,
   eng, f,25, , , zachary, kimball, sa, tarpeena,4220,11, davey crescent, yenda units, 7 12596355,1330907
,,,,,,,,,,,,,,
   chi, f,30,19861002, , emiily, xing, nsw, falls creek,2164,86, allan street, brae view, 02 31615307,5909475
,,,,,,,,,,,,,,
   eng, f,35,19810814, ms, naomi, prescott, , scarness,3305,15, davitt close, , 02 94587102,5016473
,,,,,,,,,,,,,,
   ind, f, ,19240227, ms, flynn, contractor, vic, sunshine,2530,50, ellenborough street, , 8 86715869,6487984
,,,,,,,,,,,,,,
   ger, f,35,19810927, pfc, ethan, haller, wa, ,4825,3, rylah crescent, little gundy, 618 36842648,2101605
,,,,,,,,,,,,,,
   hun, f,35,19810305, dr, jordan, wessely, vic, wattle park,2027,18, hedland circuit, , 8 18885603,1590364
,,,,,,,,,,,,,,
   , m,33,19831007, , samuel, priest, nsw, gulgong,4151,9, hawker street, , 03 99665994,4376223
,,,,,,,,,,,,,,
   chi, f,22,19940718, , silas, hsiao, wa, ballina,4017,23, corin place, , 08 77825214,9134147
,,,,,,,,,,,,,,
   nor, ,26,19901021, , damien, jenssen, , cremorne,3677,7, hodgson crescent, , ,4654337
,,,,,,,,,,,,,,
   usa, ,29,19871017, mr, jessica, phillips, wa, ridgewood,5152,13, melbourne avenue, , 8 84911982,8453085
,,,,,,,,,,,,,,
   usa, f,28,19881126, , zara, hill, qld, sandy ridges,6069,2, medley street, , 03 38802928,1411144
,,,,,,,,,,,,,,
   nor, f,29,19871031, mr, charlotte, bØe, qld, palmview,2287,4, hinchcliffe place, , 03 31537882,4561885
,,,,,,,,,,,,,,
   ser, f,27,19891101, ms, kirra, cacic, qld, weir river,4700,227, argyle place, , 03 41189086,4325609
,,,,,,,,,,,,,,
   tha, ,38,19780715, , jake, mahidol, nsw, tullamore,3029,24, hannah place, , 2 56513593,5354970
,,,,,,,,,,,,,,
   spa, f,32,19840620, pfc, talia, luenga, , paradise waters,4215,30, elsey street, , 02 62426931,7950933
,,,,,,,,,,,,,,
   unk, f,29,19870507, dr, madison, abadi, sa, greenhill,2395,181, mountain circuit, wymea park, 617 35118744,8094435
,,,,,,,,,,,,,,
   ara, f,29,19870504, mr, kadin, naveen, nsw, thornbury,3185,10, derrington crescent, kangaroo grnd, 02 37843518,5005495
,,,,,,,,,,,,,,
   eng, f,43,19730311, , madison, kendrick, nt, pularumpi,2540,109, piesse place, cashbar, 613 61639994,7888790
,,,,,,,,,,,,,,
   unk, ,36,19801002, , lucas, straw, qld, runaway bay,2360,22, hobart place, , 3 88051149,9457333
,,,,,,,,,,,,,,
   usa, f, ,19920309, , wilson, horn, nsw, pomona,6037,25, buxton street, , 02 55996435,9028419
,,,,,,,,,,,,,,
   fre, f,38,19780620, , sophie, sinnette, vic, colbinabbin,6566, , lonsdale street, bunkers hill, 08 83271413,6369554
,,,,,,,,,,,,,,
   chi, f,26,19900726, mr, tabitha, ga, , moonah west,3143,13, richardson street, , 03 80642392,4885589
,,,,,,,,,,,,,,
   usa, ,28,19880318, , daniel, richmond, , albury,5019,5, burkitt street, , 04 71909503,6791209
,,,,,,,,,,,,,,
   wel, f,30,19860124, mr, emiily, bynyr, , currajong,2650,71, allman circuit, , 04 08895668,8751302
,,,,,,,,,,,,,,
   afr, m,32,19840526, , nathan, nganga, vic, colliver,2289,46, o'halloran circuit, kodootonga, 08 96814778,9991100
,,,,,,,,,,,,,,
   usa, f,31,19850316, , ruby, fulton, vic, picola,2230,58, woodger place, , 8 25030149,1214994
,,,,,,,,,,,,,,
   ina, , ,19401028, , raquel, wibowo, nsw, modbury,3073,24, canberra avenue, , 612 41062024,5227793
,,,,,,,,,,,,,,
   usa, m,7,20090421, , benjamin, adkins, qld, swans lagoon,5158,113, mckain place, , 3 94905355,3121713
,,,,,,,,,,,,,,
   ger, f,12,20040723, ms, jacob, thoma, vic, neerim south,2066,58, menkens court, , 8 66819767,8401907
,,,,,,,,,,,,,,
   chi, f,35,19810108, mr, chloe, su, vic, robinvale, ,22, langdon avenue, , 07 78458478,3820254
,,,,,,,,,,,,,,
   wel, f,31, , , kalli, kneath, act, pialligo, ,106, totterdell street, armitage, ,6552253
,,,,,,,,,,,,,,
   eng, ,35,19810130, , jordan, boivin, qld, erakala,7316,532, burvill place, , 04 98197697,1020657
,,,,,,,,,,,,,,
   eng, ,35,19811109, ms, matilda, fraser, nsw, larras lee,4152,3, burke crescent, , 612 58194439,8439040
,,,,,,,,,,,,,,
   usa, f,33,19830314, ms, olivia, woodward, vic, dooen,3079,37, groom street, , 618 92018445,9205430
,,,,,,,,,,,,,,
   wel, f,27,19890106, , tommi-lee, landeck, wa, ,2480,35, de burgh street, , 618 30939662,9607189
,,,,,,,,,,,,,,
   por, f,32,19840318, , eleni, , qld, king scrub,2170,144, banvard place, sorrento, 3 60600989,3560551
,,,,,,,,,,,,,,
   usa, f,21,19950923, , samir, shaw, , tongala,2077,8, hopetoun circuit, , 04 79341338,5325910
,,,,,,,,,,,,,,
   eng, ,36, , , izaac, dannel, vic, freshwater creek,4350,41, roberts street, , 8 92401075,9032314
,,,,,,,,,,,,,,
   chi, ,11, , ms, samantha, awyoung, vic, rushworth,2230,57, mundang crescent, nestor, 08 82643230,7649822
,,,,,,,,,,,,,,
   unk, f,33, , , chloe, scjum, vic, norong,3064,66, fawkner street, , 618 83345751,6732813
,,,,,,,,,,,,,,
   usa, f,29,19870130, mr, mitchell, sawyer, vic, macorna,4216,26, bunduluk crescent, sect 12, 8 78106970,9385729
,,,,,,,,,,,,,,
   unk, f,39, , , emiily, strapp, sa, wirrulla,2011,160, de garis place, westside, 617 23567142,3216936
,,,,,,,,,,,,,,
   ina, f,8,20080903, , eva, pudjijono, qld, peregian beach,3192,8, sherlock street, , ,2904493
,,,,,,,,,,,,,,
   usa, m,35,19810630, mr, amber, weaver, vic, ascot vale,4069,27, sloane place, koenarl, 618 03176361,6353102
,,,,,,,,,,,,,,
   unk, f,42,19740624, ms, gabrielle, scorsone, wa, hammond park,3070,124, esperance street, , 618 22283149,8013324
,,,,,,,,,,,,,,
   unk, f,35,19810624, dr, finlay, sciacca, sa, west beach,3620,33, moonta place, , 07 62487323,8092831
,,,,,,,,,,,,,,
   fin, ,29,19870718, , jye, hanninen, vic, swan hill,7018,28, lefroy street, granny flt, 618 13546573,3060003
,,,,,,,,,,,,,,
   eng, f,33,19831124, ms, joshua, bulle, , cecil hills,2100,1, tenison-woods circuit, glenmore cottage, 07 34316482,2434902
,,,,,,,,,,,,,,
   usa, f,33,19830531, ms, sophie, tanner, nsw, comara,4067,76, jarman place, , 2 78495357,6758859
,,,,,,,,,,,,,,
   ind, ,10,20060809, , tahnee, neelakantachar, nsw, farmborough heights,3160,24, moulden court, brentwood village, 02 75357352,7934373
,,,,,,,,,,,,,,
   usa, f,22,19940504, ms, gabrielle, beck, nsw, mount annan,2144,1, osburn drive, south punyelroo, 02 33509062,3834321
,,,,,,,,,,,,,,
   unk, m,31,19850801, , claudia, scjum, nsw, burnett heads,4215,10, burns circuit, st francis vlge, 02 00768159,2708467
,,,,,,,,,,,,,,
 ind, f,32, , , sarah, chhavvi, vic, strath more,2443,14, lynch street, the lodge, 8 45837550,9224606
,,,,,,,,,,,,,,
   chi, f,31,19850724, , luke, goo, , leongatha,6107,6, la perouse street, , 07 36133236,5945626
,,,,,,,,,,,,,,
   abo, f,11,20050912, , emerson, ofanengaue, nsw, rosewater,2627,49, scrivener street, , 02 95692604,7337820
,,,,,,,,,,,,,,
   unk, f, ,19120329, , danielle, abbitt, nsw, muscle creek,2040,1, springvale drive, balandry, 612 53088330,5654048
,,,,,,,,,,,,,,
   eng, f,20, , , timothy, danielson, vic, macks creek,2580,13, , stoney creek, 8 63079596,8378911
,,,,,,,,,,,,,,
   eng, f,37,19791009, , charles, scrivenor, nsw, werri beach,6053,31, cobbadah street, , 02 19006654,6637987
,,,,,,,,,,,,,,
   unk, f, ,19520907, ms, harry, aarts, vic, ross creek,2447,14, lutwyche street, , ,8595362
,,,,,,,,,,,,,,
   usa, m, ,19071208, , charlie, gilbert, vic, bonbeach,3124,26, macleay street, kindilan, 618 75905417,8049679
,,,,,,,,,,,,,,
   afg, f,23,19930214, pfc, shelby, niazi, nsw, marsden park,3207,21, alexandra street, , 2 94778301,7327601
,,,,,,,,,,,,,,
   afg, f,33,19831104, , emma, sarwari, vic, dallas,2291, , youl court, , 618 82704693,9730892
,,,,,,,,,,,,,,
   cze, f,21,19950123, , alexander, zendak, vic, tallygaroopna,3056,103, ballarat street, ra 24476, 8 80682581,2827365
,,,,,,,,,,,,,,
   usa, m,27,19890104, ms, kaitlin, , nsw, old erowal bay,3064,16, diamond street, , ,4043977
,,,,,,,,,,,,,,
   sri, f,32,19840603, , joel, tillekaratne, nsw, borambil,3934,74, london circuit, , 02 34836939,5096866
,,,,,,,,,,,,,,
   ser, m,35,19810412, , abbey, divac, , view bank,5290,184, lofty close, , 07 34297517,5086621
,,,,,,,,,,,,,,
   eng, f,35, , , emiily, mcdougall, nsw, wilcannia,2156,2, jardine street, , ,9285053
,,,,,,,,,,,,,,
   usa, ,32,19841231, , harry, jennings, nsw, chippendale,2210,11, federal highway, , 02 51809059,4110002
,,,,,,,,,,,,,,
   usa, f,33,19830805, , lachlan, wolf, qld, rosella,2010,17, poynton street, timdoolin, 613 11426615,2408860
,,,,,,,,,,,,,,
   chi, m,30,19860712, , eliza, pin, vic, toolleen,7190,22, officer crescent, , 618 86148459,2720282
,,,,,,,,,,,,,,
   eng, m,34,19820601, , jye, hume, act, braddon,4214,39, karla place, , 612 21256607,8495713
,,,,,,,,,,,,,,
   usa, , ,19690903, dr, macy, stark, nsw, rydalmere,2257,35, sturt avenue, , 612 57349063,1307558
,,,,,,,,,,,,,,
   eng, f,26,19900104, ms, charlotte, mckenna, qld, teebar,6065,24, fitzhardinge crescent, , 3 31008401,5411121
,,,,,,,,,,,,,,
   chi, ,30,19860407, dr, samantha, liew, nsw, bangalee,2261,11, allchin circuit, menedebri, 02 41078641,7476315
,,,,,,,,,,,,,,
   unk, f, ,19060926, ms, jayden, scirri, sa, lower templestowe,3178,13, white crescent, tall pines, 617 60602837,6708070
,,,,,,,,,,,,,,
   sri, ,34,19820104, , anastasia, atapattu, nsw, millbank,6147,103, bugden avenue, , 02 58632707,7216095
,,,,,,,,,,,,,,
   eng, f,27,19891108, mr, latham, adamson, vic, smythesdale,4519,5, calvert street, teralba caravn park, 08 26398042,2474478
,,,,,,,,,,,,,,
   usa, f,29,19870619, , alysha, watson, nsw, marsfield,3167,32, southern cross drive, , 2 73153345,6243666
,,,,,,,,,,,,,,
   usa, m,31,19850122, ms, carly, bush, nsw, gaven,2323,10, burn street, francis street medical centre, 02 58705506,5440345
,,,,,,,,,,,,,,
   ind, , ,19391216, mr, sonja, sundararajan, qld, valkyrie,5033,21, , , 613 50608673,8936363
,,,,,,,,,,,,,,
   usa, f, ,19980605, ms, matthew, robbins, nsw, bannister,3136,222, culgoa circuit, , 2 75924354,9265507
,,,,,,,,,,,,,,
   rus, ,26,19900714, pfc, jaden, lyapunov, vic, talbot,2280,5, wirangu place, , ,9863893
,,,,,,,,,,,,,,
   vie, f,37,19790207, , georgina, duong, , corio,4814,82, paul coe crescent, , 04 97498212,8280589
,,,,,,,,,,,,,,
   usa, ,25,19910420, , katharine, stephens, vic, cathkin,3805,57, weston street, rothwell, 08 15923467,5904856
,,,,,,,,,,,,,,
   tha, f,31,19851115, , amelia, prachuab, vic, armadale north,4287,127, kitchener street, budgereebella, 8 34858527,5152071
,,,,,,,,,,,,,,
   chi, f,12,20040419, sgt, julia, ao, nsw, elizabeth park,3189,12, carron street, fairholme, 2 43786330,8844331
,,,,,,,,,,,,,,
   ind, ,26,19900307, , taliah, dusija, qld, whiteside,2200,2, namatjira drive, circle h, 613 15076381,5920650
,,,,,,,,,,,,,,
   chi, f,27,19890812, pfc, chloe, mung, qld, herston,2488,50, keane place, byron van village caravan park, 613 17484124,5571877
,,,,,,,,,,,,,,
   unk, , ,19860624, , brooke, scollard, vic, wunghnu,3350,10, allambee street, , 08 92072012,6408791
,,,,,,,,,,,,,,
   tur, f,26,19901217, ms, katelyn, aksoy, nsw, georgica,2340, , , , 612 47082207,5034392
,,,,,,,,,,,,,,
   unk, ,27,19890613, , zarran, scinto, nsw, wattle flat,4074,11, walu street, , 02 22682287,5748716
,,,,,,,,,,,,,,
 ind, ,24,19921211, , thomas, kishnani, qld, limestone ridges,2031,19, glencross street, ruglen, 07 00754620,1147531
,,,,,,,,,,,,,,
   unk, m,37,19790917, , lily, aballon, vic, tintaldra,6101,92, goddard crescent, selassie house, 618 04054367,6679090
,,,,,,,,,,,,,,
   fre, ,11,20050424, , fraser, travere, qld, westgrove,2280,9, mackenzie street, the garage, 3 60830221,7266207
,,,,,,,,,,,,,,
   fre, ,30,19861223, , tate, bordreuil, vic, nangiloc,4350,94, city walk, lorne park, 618 24146321,2902222
,,,,,,,,,,,,,,
   jew, m,36,19800106, , joshua, shoshan, vic, smiths gully,2141,20, ellen place, , 618 31466910,2932816
,,,,,,,,,,,,,,
   ira, , ,19470817, , lucy, razavi, vic, moliagul,6056,17, maplestone place, carrama ridge, 618 65078040,5127431
,,,,,,,,,,,,,,
   chi, ,27,19890727, , rachael, bing, qld, burwood,5162,46, ovens street, kooyong, 03 22863606,3703975
,,,,,,,,,,,,,,
   ina, f,38, , , , iskandar, nsw, wamberal,3156,28, moncrieff street, , 612 92116997,2769303
,,,,,,,,,,,,,,
   cze, f, ,19851201, , isabel, konelk, , noble park,3805,6, messenger street, , 03 11721733,4337028
,,,,,,,,,,,,,,
   tha, f,33,19830116, , alana, khuntilanont, nsw, athelstone,2519,33, reveley crescent, , 08 62126295,7458648
,,,,,,,,,,,,,,
   ind, f,27,19890610, dr, robbie, sharma, , waterloo,3054,39, hawkesbury crescent, , 08 94483550,1579796
,,,,,,,,,,,,,,
   chi, ,30,19860812, dr, jaxson, awyong, , pearce,2070,69, anembo street, , 08 34005867,2145073
,,,,,,,,,,,,,,
   ger, f,26,19900228, , sophie, theusen, nsw, new brighton,4860,132, le hunte street, brer park, 08 62172372,4823891
,,,,,,,,,,,,,,
   ger, m,23,19930805, , isabelle, brck, , bronte,2480,12, angophora street, , 08 34729199,6998054
,,,,,,,,,,,,,,
   wel, f,36, , ms, flynn, maddy, nsw, coaldale,2291,153, evergood close, southwood haven, 2 29922332,8903163
,,,,,,,,,,,,,,
   jew, ,37,19790430, , eliza, shahar, nsw, st clair,2044,42, hindle place, torbanlea, 2 45578361,2133449
,,,,,,,,,,,,,,
   ger, m,33,19830601, , joel, holtzmann, , north turramurra,3058,6, burkitt street, , 03 45074216,8095645
,,,,,,,,,,,,,,
   usa, ,24,19920624, dr, aaliyah, lai, nsw, coal point,5072,40, , , 612 52132886,7960636
,,,,,,,,,,,,,,
   eng, f,22,19941219, , kiana, garrod, sa, mount bryan,3204,1, macvitie place, brentwood vlge, 7 71805832,9390046
,,,,,,,,,,,,,,
   unk, m,28,19881218, ms, lewis, abadi, sa, findon,4871,45, falkiner place, little paddocks, 617 73460600,4821851
,,,,,,,,,,,,,,
   usa, f,28,19881230, ms, rebecca, ward, wa, paynes find,2357,24, clode crescent, tower b rockdale, 04 56166439,2875436
,,,,,,,,,,,,,,
   ina, ,28,19881114, dr, danielle, wijaya, qld, upper brookfield,2350,37, tyagarah street, , 03 28303270,8986407
,,,,,,,,,,,,,,
   chi, f,22,19940813, , lachlan, kiu, vic, melton south,2904,127, gurrang avenue, , 8 71180540,7124239
,,,,,,,,,,,,,,
   usa, ,29,19870531, mr, joanna, banks, nsw, baulkham hills,3777,7, pickworth street, arcadia, 02 39188650,2379530
,,,,,,,,,,,,,,
   unk, f, ,19330414, , samuel, strangway, wa, quelagetting, , , illingworth street, , 8 28261980,2992279
,,,,,,,,,,,,,,
   por, ,13, , , alexander, vaz, nsw, booligal,4717,3, fimister circuit, budgereebella, 2 40351092,3156842
,,,,,,,,,,,,,,
   usa, f, ,19071211, , alessandria, cotton, nsw, north rocks,2529,4, rubicon street, , 02 27086437,3519308
,,,,,,,,,,,,,,
   ina, ,31, , , jaime, santoso, sa, beltana,2456,20, chillagoe street, , 7 31784230,6601047
,,,,,,,,,,,,,,
   eng, m,26,19900927, , joshua, beckett, vic, noradjuha,3730,19, newman morris circuit, , 8 81064601,1817415
,,,,,,,,,,,,,,
   unk, f, , , , tarshya, , qld, ,2299,7, castieau street, ainslie house, 3 47969283,8993425
,,,,,,,,,,,,,,
   chi, ,37,19790607, dr, indyana, tseng, wa, noble park,2720,2, horizon avenue, , 8 25802094,1434761
,,,,,,,,,,,,,,
   pol, f,35,19810621, ms, mackenzie, ahrens, nsw, wakefield,7011,90, kay close, , 2 77259047,6381754
,,,,,,,,,,,,,,
   ind, f,38,19780411, ms, taylah, swagat, wa, kingston,6019, , freda bennett circuit, , 8 00855687,8039237
,,,,,,,,,,,,,,
   usa, ,33,19830415, ms, jade, walton, wa, mokine,2650,9, emerton street, tintagel, 8 35333377,5812644
,,,,,,,,,,,,,,
   usa, f,30,19860425, , ned, langley, nsw, east maitland,2602,45, watson street, nunton, 2 50986181,3769379
,,,,,,,,,,,,,,
   ind, f,27, , , bailee, tatat, qld, irongate,6023, , curtin place, , 03 22804603,7194071
,,,,,,,,,,,,,,
   eng, f,27,19890715, , sienna, hawking, wa, henty,3186,31, barritt street, , 618 81036754,3515051
,,,,,,,,,,,,,,
   ina, f,27,19890108, , amber, tjandra, qld, turrawulla,2222,1, boronia drive, cliffdon park, 03 80123489,2531690
,,,,,,,,,,,,,,
   unk, ,22,19940705, , dylan, straw, vic, bright,820,19, rosebery street, the crater, 618 62686199,2595874
,,,,,,,,,,,,,,
   eng, m,28,19881026, ms, talena, bloxam, nsw, macquarie hills,2220,103, franklin street, wanniassa medical centre, 08 32980762,9173737
,,,,,,,,,,,,,,
   eng, f, ,19951229, mr, marco, kitchen, nsw, yoogali,3168,23, cuscaden crescent, , 2 59176623,5207004
,,,,,,,,,,,,,,
   usa, ,37,19790713, , ryley, obrien, qld, jones hill,4170,15, langridge street, rowethorpe, 3 15788972,5240896
,,,,,,,,,,,,,,
   eng, f, ,19070717, , benjamin, sackville, vic, tyabb,4228,41, spring range road, malchi, 08 85644234,2594012
,,,,,,,,,,,,,,
   usa, f,23,19930518, ms, brianna, chen, vic, bulleen,3444,171, mcquade close, , 8 37931717,5876017
,,,,,,,,,,,,,,
   eng, f,7,20090716, , lauren, proudfoot, , meadow springs,6020,6, nash place, buderim meadows convenience centre, 03 26140456,5606834
,,,,,,,,,,,,,,
   ind, f,33, , , liam, kewalramani, qld, keperra,4566,49, dumaresq street, , 613 20387235,3712111
,,,,,,,,,,,,,,
   chi, f,9,20071209, , joshua, thian, qld, rhydding,4271,5, lyrebird place, , 02 23534480,7553988
,,,,,,,,,,,,,,
   ind, f,27,19890918, , alex, shastri, nt, archer,4709,23, carr crescent, court units, 613 77986954,3359419
,,,,,,,,,,,,,,
   ind, f,29,19870213, , emiily, tendulkar, nsw, doon doon,4551,21, sholl place, mountain view village, 2 16121587,1697654
,,,,,,,,,,,,,,
   nor, f,40,19760112, dr, zane, gundersen, vic, ashgrove, ,126, taylor street, binnawee, 02 06308229,1537708
,,,,,,,,,,,,,,
   gre, m, ,19671204, , harriet, vasdeki, nsw, beecroft,2320,2, la perouse street, weatherboa, ,4015226
,,,,,,,,,,,,,,
   chi, m,41,19750722, , callie, wat, nsw, kingsdale,2118,14, gruner street, oakdale, ,9525643
,,,,,,,,,,,,,,
   ina, f,27,19890203, , jack, widjaja, nsw, wandandian,2228,10, napier close, grandview, ,8579757
,,,,,,,,,,,,,,
   unk, f,33,19830824, ms, teagan, strehovski, vic, bentleigh,2305,104, banambila street, , 618 67230029,7457091
,,,,,,,,,,,,,,
   unk, , ,19470119, , henry, aarcy, vic, mia mia,3138,15, cruikshank street, , 08 52867778,6215364
,,,,,,,,,,,,,,
   ind, m,24,19921211, , mitchell, srivathsan, , hamilton,5070,3, paul coe crescent, grass trees, 02 18918898,4182840
,,,,,,,,,,,,,,
   eng, ,24,19921109, , jordan, danielson, nsw, mount riverview,2551,17, pomeroy street, lee valley, 2 97688523,2491206
,,,,,,,,,,,,,,
   cze, m,38,19780102, , zac, lavrince, nsw, oatlands,2650,9, chandler street, , 2 21030762,8480720
,,,,,,,,,,,,,,
   ind, ,33,19830701, , jed, sumeet, qld, talwood,4102,52, southam place, , 613 94738153,3360846
,,,,,,,,,,,,,,
   eng, f,23,19931103, pfc, charlie, derrick, , mcmahons point,2441,17, saggers close, , 02 24332888,6243814
,,,,,,,,,,,,,,
   gre, ,27,19891130, ms, lachlan, rahiotis, nsw, elizabeth bay,3523,5, wilkins street, flt 10, 03 12237650,9963868
,,,,,,,,,,,,,,
   usa, m, ,19610502, ms, ella, cain, nsw, glenning valley,4172,27, peeler place, , 02 38422749,6636560
,,,,,,,,,,,,,,
   usa, f,25, , , eliza, day, nsw, fairlight,3352,58, fidge street, , 03 36189695,6796265
,,,,,,,,,,,,,,
   unk, f,25,19910121, , lachlan, abadi, qld, clear island waters,2477,44, kosciusko avenue, ningana hostel, 3 49595176,5667779
,,,,,,,,,,,,,,
   sri, f, ,19530419, , matthew, kaluantharana, qld, marsden,6023,172, skene street, , 3 78887148,5522505
,,,,,,,,,,,,,,
   usa, f,40,19760108, , alexander, barrett, qld, kelsey creek,3496,57, hayward street, tatyara, 613 21498691,7481079
,,,,,,,,,,,,,,
   unk, m,19,19970727, , benjamin, abbatista, qld, woodwark,2097,49, barrington crescent, hervey park, 03 41315468,3911264
,,,,,,,,,,,,,,
   unk, f, ,19190804, pfc, chloe, abat, nsw, mount irvine,2036,140, cunningham street, , 08 20641120,5032611
,,,,,,,,,,,,,,
   eng, f,25,19910407, mr, luca, wyndham, nsw, eschol park,3095,15, munro street, , 02 55320243,5861161
,,,,,,,,,,,,,,
   ind, ,28,19880902, , jemma, bhagnani, nsw, primbee,2037,25, maclaurin crescent, belvedere, 612 72414866,8439458
,,,,,,,,,,,,,,
   usa, f, ,19131107, mr, amaya, meyer, wa, thornlie,5062,24, burdekin avenue, , 08 09004825,5952685
,,,,,,,,,,,,,,
   hun, m,30,19860628, , oliver, matyus, nsw, surry hills,2850,5, plowman place, sherwood, ,7142254
,,,,,,,,,,,,,,
   tur, f,27,19891008, , daniel, boratav, nsw, east lindfield,2063,71, bugden avenue, , 2 74105015,9596576
,,,,,,,,,,,,,,
   usa, ,29,19871017, , ruby, patel, , ryde,2193,25, pinkerton circuit, clapham farms, 02 68066535,6111262
,,,,,,,,,,,,,,
   ind, f,22,19940626, , rupert, shibu, vic, duncraig,3114,30, , , ,2889324
,,,,,,,,,,,,,,
   unk, f,36,19801101, dr, jayden, strampher, wa, beeliar,870,8, solomon crescent, , 8 42248110,6838940
,,,,,,,,,,,,,,
   eng, f,30,19860511, , jordan, dukeson, , frenchs forest,2760,113, mcburney crescent, mayfair, 08 42333437,9770920
,,,,,,,,,,,,,,
   usa, f,21,19950103, , miller, sanders, qld, glen esk,2166,34, lambrigg street, kilnacrott, 03 69632366,4131171
,,,,,,,,,,,,,,
   chi, ,31,19851020, ms, angus, ling, , kirwan,3498,21, tindall place, , 04 79453207,7094271
,,,,,,,,,,,,,,
   eng, m,30,19860923, ms, jye, royle, vic, meerlieu,5063,23, donaldson street, , 8 10338540,9905024
,,,,,,,,,,,,,,
   eng, m, ,19410513, sgt, emiily, merchant, nsw, conjola,2820,13, kapunda street, the stockyards, 02 93554006,6948623
,,,,,,,,,,,,,,
   usa, f,30,19860920, , , ortega, qld, bluewater park,2194,18, mathews place, , 03 72467491,5485758
,,,,,,,,,,,,,,
   eng, m,36,19801001, mr, jacinta, kay, qld, allingham,3148,5, loddon street, , 03 96188372,1519186
,,,,,,,,,,,,,,
   usa, ,38,19780526, , madison, gonzales, vic, southern brook,5154,10, paul coe crescent, tarwyn park, 8 54172009,1815647
,,,,,,,,,,,,,,
   eng, f,28,19880101, ms, matteus, pryor, nsw, connells point,3214,65, mcintyre street, , 612 03109172,6545786
,,,,,,,,,,,,,,
   unk, f,22,19940309, mr, , strainij, nsw, culburra beach,2800,124, rosenthal street, gwandalan, 612 38500760,8211669
,,,,,,,,,,,,,,
   chi, f,25, , , joshua, aw, nsw, bimbi,3977,103, trumper street, , 02 67576589,2754285
,,,,,,,,,,,,,,
   afr, f,13,20031007, , adam, ondo, , dianella,6102,5, faucett street, medical practice bendigo, 08 49669299,4641026
,,,,,,,,,,,,,,
   eng, f, , , , caresse, ellisson, wa, carnarvon,3941,62, de lacey place, myross, 04 14892787,1015607
,,,,,,,,,,,,,,
   eng, f, ,19251024, mr, , hume, , woodend,5162,59, zeitz court, , 04 65466236,4544242
,,,,,,,,,,,,,,
   usa, f,32,19841001, mr, seanna, cervantes, nsw, moorabbin,2074,6, dianella street, willandra, 612 88552985,7334266
,,,,,,,,,,,,,,
   usa, ,28,19880609, ms, joseph, obrien, qld, wainui,3186,105, elkedra close, , 3 12569230,8079393
,,,,,,,,,,,,,,
   eng, f,25,19911007, ms, judah, daniell, qld, bray park,3193,32, ovens street, , 613 15904002,1829408
,,,,,,,,,,,,,,
   unk, f,12,20040321, , , strawbridge, , greenacres,6018,21, debenham street, , 03 28101247,4702482
,,,,,,,,,,,,,,
